lat,lng,severity,year
43.640563,-79.393005,2,2021
43.654622,-79.353746,2,2021
43.660681,-79.374735,2,2021
43.656749,-79.399591,2,2021
43.660654,-79.374851,2,2021
43.674798,-79.35758,2,2021
43.658295,-79.371032,2,2021
43.664115,-79.405447,2,2021
43.645701,-79.411489,2,2021
43.639977,-79.422281,2,2021
43.666289,-79.369585,2,2021
43.647257,-79.373313,2,2021
43.646927,-79.419839,2,2021
43.67267,-79.403698,2,2021
43.656368,-79.367597,2,2021
43.668894,-79.379452,2,2021
43.639977,-79.422281,2,2021
43.668349,-79.382056,2,2021
43.655854,-79.361325,2,2021
43.640856,-79.387623,2,2021
43.656163,-79.370123,2,2021
43.654622,-79.353746,2,2021
43.642208,-79.428644,2,2021
43.6536,-79.426404,2,2021
43.648886,-79.420604,2,2021
43.655466,-79.388599,2,2021
43.658077,-79.362972,2,2021
43.645763,-79.39364,2,2021
43.658511,-79.384894,2,2021
43.642391,-79.384009,2,2021
43.645545,-79.369824,2,2021
43.671273,-79.376449,2,2021
43.669707,-79.353216,2,2021
43.67244,-79.386161,2,2021
43.660001,-79.356487,2,2021
43.649225,-79.364643,2,2021
43.674798,-79.35758,2,2021
43.657416,-79.38137,2,2021
43.671328,-79.37373,2,2021
43.655213,-79.413878,2,2021
43.664647,-79.380521,2,2021
43.653498,-79.361875,2,2021
43.636672,-79.403696,2,2021
43.662621,-79.368027,2,2021
43.649457,-79.389181,2,2021
43.65715,-79.38512,2,2021
43.653169,-79.375774,2,2021
43.67211,-79.419108,2,2021
43.647507,-79.372821,2,2021
43.657308,-79.384416,2,2021
43.651792,-79.393031,2,2021
43.635237,-79.399203,2,2021
43.649502,-79.426796,2,2021
43.637594,-79.424139,2,2021
43.667559,-79.367835,2,2021
43.684455,-79.421442,2,2021
43.672466,-79.375893,2,2021
43.659753,-79.366774,2,2021
43.651547,-79.400987,2,2021
43.6536,-79.426404,2,2021
43.650474,-79.374633,2,2021
43.672429,-79.379568,2,2021
43.672429,-79.379568,2,2021
43.636237,-79.409826,2,2021
43.649351,-79.393702,2,2021
43.653108,-79.387582,2,2021
43.63865,-79.417111,2,2021
43.639022,-79.392435,2,2021
43.669147,-79.378119,2,2021
43.656833,-79.358924,2,2021
43.656944,-79.365002,2,2021
43.632681,-79.422171,2,2021
43.653606,-79.403108,2,2021
43.6536,-79.426404,2,2021
43.671695,-79.408332,2,2021
43.647184,-79.415939,2,2021
43.658295,-79.371032,2,2021
43.671915,-79.379068,2,2021
43.658295,-79.371032,2,2021
43.677521,-79.358652,2,2021
43.675904,-79.360448,2,2021
43.664088,-79.415992,2,2021
43.670936,-79.378875,2,2021
43.67201,-79.370697,2,2021
43.634893,-79.425805,2,2021
43.643092,-79.35062,2,2021
43.656035,-79.379475,2,2021
43.655909,-79.380087,2,2021
43.654826,-79.363038,2,2021
43.665318,-79.349114,2,2021
43.662474,-79.368701,2,2021
43.641593,-79.38368,2,2021
43.649131,-79.390796,2,2021
43.654959,-79.403682,2,2021
43.64945,-79.371465,2,2021
43.651379,-79.406997,2,2021
43.642113,-79.341221,2,2021
43.632013,-79.419522,2,2021
43.639022,-79.392435,2,2021
43.653882,-79.401777,2,2021
43.675904,-79.360448,2,2021
43.639029,-79.385463,2,2021
43.649351,-79.393702,2,2021
43.656092,-79.402685,2,2021
43.658171,-79.37239,2,2021
43.668746,-79.375393,2,2021
43.654463,-79.366964,2,2021
43.670226,-79.386788,2,2021
43.648992,-79.355931,2,2021
43.641644,-79.391904,2,2021
43.665216,-79.377896,2,2021
43.670198,-79.360152,2,2021
43.665259,-79.364479,2,2021
43.668175,-79.369562,2,2021
43.663473,-79.41887,2,2021
43.648068,-79.399677,2,2021
43.648669,-79.367128,2,2021
43.654078,-79.362739,2,2021
43.654204,-79.363872,2,2021
43.65632,-79.368621,2,2021
43.640502,-79.383284,2,2021
43.656158,-79.390462,2,2021
43.666703,-79.381363,2,2021
43.66872,-79.394141,2,2021
43.652609,-79.394107,2,2021
43.657669,-79.354717,2,2021
43.650566,-79.381071,2,2021
43.684391,-79.412301,2,2021
43.681008,-79.357731,2,2021
43.677437,-79.35669,2,2021
43.67435,-79.383395,2,2021
43.672429,-79.379568,2,2021
43.657308,-79.384416,2,2021
43.653089,-79.402909,2,2021
43.653111,-79.402688,2,2021
43.641597,-79.407348,2,2021
43.654479,-79.364371,2,2021
43.656163,-79.370123,2,2021
43.655716,-79.383766,2,2021
43.680894,-79.403053,2,2021
43.666703,-79.381363,2,2021
43.653606,-79.403108,2,2021
43.665723,-79.380959,2,2021
43.653108,-79.387582,2,2021
43.656306,-79.398343,2,2021
43.672466,-79.375893,2,2021
43.670936,-79.378875,2,2021
43.655831,-79.404015,2,2021
43.665216,-79.377896,2,2021
43.655774,-79.380675,2,2021
43.674185,-79.423628,2,2021
43.663599,-79.377214,2,2021
43.683168,-79.418301,2,2021
43.658295,-79.371032,2,2021
43.670258,-79.370407,2,2021
43.664088,-79.415992,2,2021
43.645292,-79.382471,2,2021
43.65117,-79.381334,2,2021
43.646973,-79.401128,2,2021
43.659344,-79.351232,2,2021
43.657434,-79.343364,2,2021
43.675234,-79.351907,2,2021
43.657954,-79.379019,2,2021
43.657711,-79.359295,2,2021
43.663473,-79.41887,2,2021
43.684425,-79.346925,2,2021
43.663707,-79.359245,2,2021
43.664286,-79.367982,2,2021
43.647888,-79.400597,2,2021
43.671622,-79.421544,2,2021
43.648886,-79.420604,2,2021
43.666159,-79.34217,2,2021
43.671355,-79.372321,2,2021
43.667909,-79.370914,2,2021
43.661,-79.37739,2,2021
43.64448,-79.417482,2,2021
43.635675,-79.398366,2,2021
43.640836,-79.425284,2,2021
43.667265,-79.393526,2,2021
43.661151,-79.429438,2,2021
43.653606,-79.403108,2,2021
43.638454,-79.392226,2,2021
43.640856,-79.387623,2,2021
43.641153,-79.376841,2,2021
43.650902,-79.397239,2,2021
43.651379,-79.406997,2,2021
43.635981,-79.428129,2,2021
43.665723,-79.380959,2,2021
43.661302,-79.401411,2,2021
43.676647,-79.340004,2,2021
43.667729,-79.414173,2,2021
43.651456,-79.425559,2,2021
43.662669,-79.41025,2,2021
43.644636,-79.429519,2,2021
43.653377,-79.386446,2,2021
43.635981,-79.428129,2,2021
43.671266,-79.354529,2,2021
43.685776,-79.347439,2,2021
43.667996,-79.385856,2,2021
43.651379,-79.406997,2,2021
43.663106,-79.378346,2,2021
43.649819,-79.370316,2,2021
43.670198,-79.360152,2,2021
43.642391,-79.384009,2,2021
43.662609,-79.385729,2,2021
43.656444,-79.426214,2,2021
43.666151,-79.349458,2,2021
43.664403,-79.381636,2,2021
43.670226,-79.386788,2,2021
43.656163,-79.370123,2,2021
43.678013,-79.349623,2,2021
43.65117,-79.381334,2,2021
43.652704,-79.372832,2,2021
43.651379,-79.406997,2,2021
43.667295,-79.373778,2,2021
43.653089,-79.402909,2,2021
43.663206,-79.367544,2,2021
43.660791,-79.356818,2,2021
43.644776,-79.385021,2,2021
43.645775,-79.368607,2,2021
43.658075,-79.384713,2,2021
43.647351,-79.422471,2,2021
43.667996,-79.385856,2,2021
43.667996,-79.385856,2,2021
43.672466,-79.375893,2,2021
43.668349,-79.382056,2,2021
43.671915,-79.379068,2,2021
43.6505,-79.414948,2,2021
43.648927,-79.365967,2,2021
43.659225,-79.381458,2,2021
43.654952,-79.415609,2,2021
43.675878,-79.343611,2,2021
43.653108,-79.387582,2,2021
43.658946,-79.41335,2,2021
43.639473,-79.421013,2,2021
43.679791,-79.340609,2,2021
43.663904,-79.384158,2,2021
43.664403,-79.381636,2,2021
43.649483,-79.425824,2,2021
43.641912,-79.41271,2,2021
43.664575,-79.352242,2,2021
43.671915,-79.379068,2,2021
43.684455,-79.421442,2,2021
43.672466,-79.375893,2,2021
43.652412,-79.390667,2,2021
43.656749,-79.399591,2,2021
43.647187,-79.400123,2,2021
43.672969,-79.342393,2,2021
43.645963,-79.413432,2,2021
43.640415,-79.388923,2,2021
43.644454,-79.400097,2,2021
43.656146,-79.378878,2,2021
43.670198,-79.360152,2,2021
43.642974,-79.414304,2,2021
43.667464,-79.404186,2,2021
43.64291,-79.407719,2,2021
43.654525,-79.36946,2,2021
43.655896,-79.371444,2,2021
43.655896,-79.371444,2,2021
43.653896,-79.398446,2,2021
43.688992,-79.389887,2,2021
43.671355,-79.372321,2,2021
43.681628,-79.426185,2,2021
43.646299,-79.350233,2,2021
43.654319,-79.383204,2,2021
43.661052,-79.365015,2,2021
43.655262,-79.358942,2,2021
43.67201,-79.370697,2,2021
43.662136,-79.383422,2,2021
43.642459,-79.399241,2,2021
43.64042,-79.428834,2,2021
43.6482,-79.388684,2,2021
43.649681,-79.392156,2,2021
43.672929,-79.38946,2,2021
43.638454,-79.392226,2,2021
43.684455,-79.421442,2,2021
43.644062,-79.37577,2,2021
43.654411,-79.360349,2,2021
43.644423,-79.394625,2,2021
43.66727,-79.369191,2,2021
43.670038,-79.390826,2,2021
43.667295,-79.373778,2,2021
43.674375,-79.399843,2,2021
43.674931,-79.426263,2,2021
43.644573,-79.374057,2,2021
43.645205,-79.413977,2,2021
43.659935,-79.417513,2,2021
43.658037,-79.393045,2,2021
43.689984,-79.425441,2,2021
43.645763,-79.39364,2,2021
43.651274,-79.36403,2,2021
43.66584,-79.384954,2,2021
43.67201,-79.370697,2,2021
43.660681,-79.374735,2,2021
43.672466,-79.375893,2,2021
43.674882,-79.388697,2,2021
43.674901,-79.348431,2,2021
43.640415,-79.388923,2,2021
43.660713,-79.372034,2,2021
43.649673,-79.401312,2,2021
43.675085,-79.394834,2,2021
43.658511,-79.384894,2,2021
43.648442,-79.373787,2,2021
43.655774,-79.380675,2,2021
43.645983,-79.382725,2,2021
43.6735,-79.38407,2,2021
43.673862,-79.377404,2,2021
43.642113,-79.341221,2,2021
43.647184,-79.415939,2,2021
43.663697,-79.380111,2,2021
43.639022,-79.392435,2,2021
43.655466,-79.388599,2,2021
43.665116,-79.411213,2,2021
43.655896,-79.371444,2,2021
43.655896,-79.371444,2,2021
43.666064,-79.385052,2,2021
43.650902,-79.397239,2,2021
43.662896,-79.383734,2,2021
43.637473,-79.405218,2,2021
43.666703,-79.381363,2,2021
43.667635,-79.372208,2,2021
43.652834,-79.404215,2,2021
43.656163,-79.370123,2,2021
43.672429,-79.379568,2,2021
43.656,-79.428265,2,2021
43.647846,-79.37737,2,2021
43.654196,-79.379359,2,2021
43.663025,-79.420915,2,2021
43.651569,-79.36274,2,2021
43.667295,-79.373778,2,2021
43.651217,-79.384964,2,2021
43.637594,-79.424139,2,2021
43.653893,-79.36928,2,2021
43.639022,-79.392435,2,2021
43.655436,-79.405993,2,2021
43.641593,-79.38368,2,2021
43.666703,-79.381363,2,2021
43.658455,-79.368401,2,2021
43.670198,-79.360152,2,2021
43.686997,-79.37148,2,2021
43.648236,-79.41436,2,2021
43.658585,-79.367811,2,2021
43.654319,-79.383204,2,2021
43.672466,-79.375893,2,2021
43.651806,-79.375204,2,2021
43.663992,-79.369307,2,2021
43.642113,-79.341221,2,2021
43.640206,-79.394431,2,2021
43.637324,-79.394372,2,2021
43.688992,-79.389887,2,2021
43.654204,-79.363872,2,2021
43.666285,-79.378347,2,2021
43.688992,-79.389887,2,2021
43.672466,-79.375893,2,2021
43.659037,-79.421884,2,2021
43.656501,-79.377148,2,2021
43.655896,-79.371444,2,2021
43.667295,-79.373778,2,2021
43.649736,-79.402883,2,2021
43.68797,-79.350872,2,2021
43.640415,-79.388923,2,2021
43.67201,-79.370697,2,2021
43.665723,-79.380959,2,2021
43.638454,-79.392226,2,2021
43.62661,-79.359126,2,2021
43.665869,-79.357355,2,2021
43.648903,-79.405995,2,2021
43.641912,-79.41271,2,2021
43.682928,-79.419545,2,2021
43.671915,-79.379068,2,2021
43.660439,-79.3759,2,2021
43.654404,-79.398645,2,2021
43.662467,-79.351361,2,2021
43.663021,-79.383789,2,2021
43.648191,-79.354799,2,2021
43.683634,-79.415921,2,2021
43.665723,-79.380959,2,2021
43.675109,-79.405977,2,2021
43.682928,-79.419545,2,2021
43.667996,-79.385856,2,2021
43.675904,-79.360448,2,2021
43.668349,-79.382056,2,2021
43.683802,-79.38863,2,2021
43.663025,-79.420915,2,2021
43.659039,-79.35252,2,2021
43.662917,-79.374349,2,2021
43.672429,-79.379568,2,2021
43.658876,-79.362478,2,2021
43.661566,-79.368345,2,2021
43.671266,-79.354529,2,2021
43.664937,-79.384596,2,2021
43.646603,-79.389774,2,2021
43.689431,-79.413009,2,2021
43.644749,-79.391795,2,2021
43.658301,-79.359505,2,2021
43.670258,-79.370407,2,2021
43.654078,-79.362739,2,2021
43.658973,-79.400469,2,2021
43.660515,-79.387425,2,2021
43.673236,-79.356099,2,2021
43.668425,-79.406411,2,2021
43.644062,-79.37577,2,2021
43.673236,-79.356099,2,2021
43.674901,-79.348431,2,2021
43.67201,-79.370697,2,2021
43.644423,-79.394625,2,2021
43.661436,-79.428205,2,2021
43.641132,-79.423727,2,2021
43.646472,-79.403761,2,2021
43.649131,-79.372193,2,2021
43.657759,-79.386222,2,2021
43.662416,-79.358688,2,2021
43.651379,-79.406997,2,2021
43.650298,-79.415986,2,2021
43.67201,-79.370697,2,2021
43.662199,-79.424645,2,2021
43.679913,-79.401499,2,2021
43.657711,-79.359295,2,2021
43.657711,-79.359295,2,2021
43.667107,-79.369121,2,2021
43.649334,-79.420782,2,2021
43.661481,-79.428054,2,2021
43.648886,-79.420604,2,2021
43.671273,-79.376449,2,2021
43.653882,-79.401777,2,2021
43.669447,-79.390585,2,2021
43.675109,-79.405977,2,2021
43.666657,-79.403871,2,2021
43.668615,-79.428433,2,2021
43.68202,-79.352348,2,2021
43.648903,-79.405995,2,2021
43.667295,-79.373778,2,2021
43.644062,-79.37577,2,2021
43.662419,-79.376717,2,2021
43.664937,-79.384596,2,2021
43.681671,-79.411554,2,2021
43.644053,-79.405546,2,2021
43.651379,-79.406997,2,2021
43.638839,-79.40065,2,2021
43.656368,-79.367597,2,2021
43.649681,-79.392156,2,2021
43.650142,-79.376196,2,2021
43.656306,-79.398343,2,2021
43.638454,-79.392226,2,2021
43.648903,-79.405995,2,2021
43.639505,-79.382725,2,2021
43.644749,-79.391795,2,2021
43.632026,-79.353614,2,2021
43.648393,-79.393278,2,2021
43.648393,-79.393278,2,2021
43.647846,-79.37737,2,2021
43.660087,-79.363002,2,2021
43.647888,-79.400597,2,2021
43.647613,-79.402002,2,2021
43.641597,-79.407348,2,2021
43.673943,-79.427986,2,2021
43.63896,-79.427375,2,2021
43.668477,-79.387416,2,2021
43.67201,-79.370697,2,2021
43.688992,-79.389887,2,2021
43.685635,-79.348168,2,2021
43.671889,-79.371458,2,2021
43.664955,-79.379101,2,2021
43.655831,-79.404015,2,2021
43.643247,-79.423614,2,2021
43.638583,-79.429136,2,2021
43.655466,-79.388599,2,2021
43.663697,-79.380111,2,2021
43.654078,-79.362739,2,2021
43.632013,-79.419522,2,2021
43.655831,-79.363442,2,2021
43.670198,-79.360152,2,2021
43.654577,-79.417662,2,2021
43.644998,-79.376165,2,2021
43.64875,-79.376431,2,2021
43.635981,-79.428129,2,2021
43.658295,-79.371032,2,2021
43.653108,-79.387582,2,2021
43.648903,-79.405995,2,2021
43.665525,-79.409319,2,2021
43.660654,-79.374851,2,2021
43.667095,-79.374684,2,2021
43.663585,-79.418417,2,2021
43.662416,-79.358688,2,2021
43.674901,-79.348431,2,2021
43.649047,-79.367301,2,2021
43.664955,-79.379101,2,2021
43.672429,-79.379568,2,2021
43.649922,-79.374413,2,2021
43.659859,-79.390495,2,2021
43.655608,-79.372762,2,2021
43.670198,-79.360152,2,2021
43.671889,-79.371458,2,2021
43.666943,-79.369867,2,2021
43.667095,-79.374684,2,2021
43.648812,-79.388925,2,2021
43.648374,-79.398178,2,2021
43.654063,-79.379974,2,2021
43.646968,-79.405206,2,2021
43.665723,-79.380959,2,2021
43.638839,-79.40065,2,2021
43.655854,-79.361325,2,2021
43.659225,-79.381458,2,2021
43.663852,-79.402415,2,2021
43.656348,-79.388968,2,2021
43.660887,-79.340799,2,2021
43.666486,-79.375853,2,2021
43.638495,-79.419576,2,2021
43.659524,-79.357458,2,2021
43.642391,-79.384009,2,2021
43.663904,-79.384158,2,2021
43.655896,-79.371444,2,2021
43.664782,-79.355293,2,2021
43.684625,-79.411169,2,2021
43.639946,-79.395628,2,2021
43.656163,-79.370123,2,2021
43.668307,-79.388235,2,2021
43.666401,-79.424873,2,2021
43.651379,-79.406997,2,2021
43.663707,-79.359245,2,2021
43.666621,-79.411788,2,2021
43.653169,-79.375774,2,2021
43.657304,-79.373459,2,2021
43.664647,-79.380521,2,2021
43.657416,-79.38137,2,2021
43.637594,-79.424139,2,2021
43.660719,-79.366533,2,2021
43.659312,-79.366583,2,2021
43.659123,-79.367352,2,2021
43.67201,-79.370697,2,2021
43.668613,-79.345816,2,2021
43.667221,-79.42786,2,2021
43.678254,-79.38045,2,2021
43.662044,-79.368539,2,2021
43.663052,-79.402109,2,2021
43.656716,-79.424944,2,2021
43.684391,-79.412301,2,2021
43.662778,-79.42206,2,2021
43.655466,-79.388599,2,2021
43.659044,-79.386008,2,2021
43.669974,-79.388018,2,2021
43.648832,-79.393461,2,2021
43.665021,-79.393897,2,2021
43.665723,-79.380959,2,2021
43.664599,-79.367486,2,2021
43.649898,-79.391137,2,2021
43.666703,-79.381363,2,2021
43.644454,-79.400097,2,2021
43.661564,-79.386099,2,2021
43.654914,-79.398831,2,2021
43.664761,-79.364906,2,2021
43.668539,-79.387067,2,2021
43.66219,-79.382748,2,2021
43.649586,-79.375962,2,2021
43.670258,-79.370407,2,2021
43.651547,-79.400987,2,2021
43.657308,-79.384416,2,2021
43.663052,-79.402109,2,2021
43.655616,-79.364463,2,2021
43.661198,-79.358162,2,2021
43.663052,-79.402109,2,2021
43.642113,-79.341221,2,2020
43.672466,-79.375893,2,2020
43.670258,-79.370407,2,2020
43.661481,-79.428054,2,2020
43.656092,-79.402685,2,2020
43.686643,-79.35978,2,2020
43.656658,-79.348895,2,2020
43.656495,-79.34756,2,2020
43.640502,-79.383284,2,2020
43.651379,-79.406997,2,2020
43.637594,-79.424139,2,2020
43.689506,-79.353665,2,2020
43.661737,-79.426858,2,2020
43.648523,-79.377648,2,2020
43.662826,-79.379756,2,2020
43.672466,-79.375893,2,2020
43.67201,-79.370697,2,2020
43.637594,-79.424139,2,2020
43.634893,-79.425805,2,2020
43.672466,-79.375893,2,2020
43.668802,-79.35303,2,2020
43.655896,-79.371444,2,2020
43.652124,-79.364413,2,2020
43.651274,-79.36403,2,2020
43.660681,-79.374735,2,2020
43.667996,-79.385856,2,2020
43.667295,-79.373778,2,2020
43.667996,-79.385856,2,2020
43.659226,-79.385196,2,2020
43.644998,-79.376165,2,2020
43.644062,-79.37577,2,2020
43.67201,-79.370697,2,2020
43.636393,-79.406841,2,2020
43.664955,-79.379101,2,2020
43.672429,-79.379568,2,2020
43.665645,-79.387724,2,2020
43.660474,-79.350519,2,2020
43.644423,-79.394625,2,2020
43.655896,-79.371444,2,2020
43.672466,-79.375893,2,2020
43.657416,-79.38137,2,2020
43.669669,-79.389508,2,2020
43.649922,-79.374413,2,2020
43.668349,-79.382056,2,2020
43.674424,-79.372142,2,2020
43.66482,-79.371015,2,2020
43.664423,-79.362008,2,2020
43.666285,-79.378347,2,2020
43.659769,-79.42479,2,2020
43.658659,-79.369512,2,2020
43.643247,-79.423614,2,2020
43.65349,-79.359283,2,2020
